"TauSxy","nut","alphas","alpha.water","TauFxy","rho","mum","k","psk","psf","p_rgh","alpha.sand","mup","CD","p","alpha.air","gamma","alphaSolInd","epsilon","gradAlphad:0","gradAlphad:1","gradAlphad:2","U:0","U:1","U:2","gradPsf:0","gradPsf:1","gradPsf:2","Wi:0","Wi:1","Wi:2","Wtd:0","Wtd:1","Wtd:2","Wsd:0","Wsd:1","Wsd:2","W:0","W:1","W:2","TauF:0","TauF:1","TauF:2","TauF:3","TauF:4","TauF:5","TauS:0","TauS:1","TauS:2","TauS:3","TauS:4","TauS:5","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.8238e-06,0.00024767,0.024682,0.98766,2.264,1002.3,0.0010315,0.0067172,1.9e-06,0,1.2723,0.012341,1.9771e-07,1.2516,-401.88,-1.5294e-07,1,1,0.016399,-2.2284e-17,-0.07486,0,0.58946,3.5768e-07,0,0,0,0,-1.8809e-06,-0.054238,0,5.8274e-18,0.054393,0,2.0143e-23,1.9619e-08,0,-1.8809e-06,0.00015522,0,3.6765e-06,-7.3529e-06,3.6765e-06,2.264,0,0,2.9633e-12,-5.9266e-12,2.9633e-12,1.8238e-06,0,0,1,0.041003,-7.65e-05,0.041,-7.65e-05
1.4703e-06,0.00025594,0.022658,0.98867,2.249,1002.2,0.0010289,0.0066807,1.5315e-06,0,1.1941,0.011329,1.6599e-07,1.2458,-411.71,-1.3235e-07,1,1,0.015696,-1.0523e-17,-0.050122,0,0.59849,3.3602e-07,0,0,0,0,-1.8701e-06,-0.05439,0,1.933e-17,0.054549,0,9.1682e-23,1.523e-08,0,-1.8701e-06,0.00015867,0,3.5371e-06,-7.0741e-06,3.5371e-06,2.249,0,0,2.3134e-12,-4.6268e-12,2.3134e-12,1.4703e-06,0,0,1,0.042003,-6.8e-05,0.042,-6.8e-05
1.1937e-06,0.00026404,0.020851,0.98957,2.2334,1002,0.0010265,0.0066424,1.2435e-06,0,1.1225,0.010425,1.4012e-07,1.2408,-421.54,-7.4706e-08,1,1,0.015041,-1.5784e-17,-0.033598,0,0.60717,3.1586e-07,0,0,0,0,-1.8614e-06,-0.054526,0,7.2234e-17,0.054688,0,4.9424e-23,1.1925e-08,0,-1.8614e-06,0.00016192,0,3.403e-06,-6.8061e-06,3.403e-06,2.2334,0,0,1.8197e-12,-3.6393e-12,1.8197e-12,1.1937e-06,0,0,1,0.043003,-5.95e-05,0.043,-5.95e-05
9.7573e-07,0.00027196,0.019232,0.99038,2.2175,1001.8,0.0010244,0.0066026,1.0164e-06,0,1.0569,0.0096161,1.1888e-07,1.2363,-431.37,4.3235e-08,1,1,0.014429,-5.2615e-18,-0.022559,0,0.61553,2.9706e-07,0,0,0,0,-1.855e-06,-0.054648,0,2.4414e-17,0.054813,0,6.463e-23,9.4133e-09,0,-1.855e-06,0.00016495,0,3.2745e-06,-6.549e-06,3.2745e-06,2.2175,0,0,1.4416e-12,-2.8831e-12,1.4416e-12,9.7573e-07,0,0,1,0.044003,-5.1e-05,0.044,-5.1e-05
8.0142e-07,0.00027972,0.017772,0.99111,2.2016,1001.7,0.0010226,0.0065616,8.3479e-07,0,0.99644,0.0088863,1.0124e-07,1.2322,-441.2,-1.3471e-07,1,1,0.013854,0,-0.015092,0,0.62359,2.7948e-07,0,0,0,0,-1.851e-06,-0.054758,0,0,0.054926,0,0,7.4724e-09,0,-1.851e-06,0.00016779,0,3.1506e-06,-6.3013e-06,3.1506e-06,2.2016,0,0,1.1473e-12,-2.2946e-12,1.1473e-12,8.0142e-07,0,0,1,0.045003,-4.25e-05,0.045,-4.25e-05
6.6225e-07,0.00028731,0.016458,0.99177,2.1851,1001.6,0.0010209,0.0065195,6.899e-07,0,0.94072,0.0082291,8.6628e-08,1.2286,-451.02,1.2824e-07,1,1,0.013315,-6.19e-19,-0.010127,0,0.63136,2.6306e-07,0,0,0,0,-1.8498e-06,-0.054857,0,1.4332e-17,0.055028,0,0,5.9772e-09,0,-1.8498e-06,0.00017043,0,3.031e-06,-6.0621e-06,3.031e-06,2.1851,0,0,9.1905e-13,-1.8381e-12,9.1905e-13,6.6225e-07,0,0,1,0.046003,-3.4e-05,0.046,-3.4e-05
5.5004e-07,0.00029473,0.015269,0.99237,2.1686,1001.4,0.0010193,0.0064763,5.73e-07,0,0.88917,0.0076342,7.4404e-08,1.2253,-460.85,2.3794e-07,1,1,0.012809,-1.857e-18,-0.0067953,0,0.63887,2.4767e-07,0,0,0,0,-1.8515e-06,-0.054947,0,-1.1187e-17,0.05512,0,7.5291e-24,4.8101e-09,0,-1.8515e-06,0.00017287,0,2.9155e-06,-5.831e-06,2.9155e-06,2.1686,0,0,7.3986e-13,-1.4797e-12,7.3986e-13,5.5004e-07,0,0,1,0.047003,-2.55e-05,0.047,-2.55e-05
4.5863e-07,0.000302,0.014186,0.99291,2.1521,1001.3,0.001018,0.0064323,4.7773e-07,0,0.8413,0.0070931,6.4096e-08,1.2223,-470.67,-2.5294e-08,1,1,0.012331,-7.7375e-20,-0.0045428,0,0.64615,2.3322e-07,0,0,0,0,-1.8559e-06,-0.055029,0,-3.6269e-18,0.055204,0,7.5293e-25,3.8887e-09,0,-1.8559e-06,0.00017511,0,2.8035e-06,-5.607e-06,2.8035e-06,2.1521,0,0,5.9762e-13,-1.1952e-12,5.9762e-13,4.5863e-07,0,0,1,0.048003,-1.7e-05,0.048,-1.7e-05
3.8446e-07,0.00030909,0.013204,0.9934,2.1353,1001.3,0.0010167,0.0063875,4.0047e-07,0,0.79692,0.0066022,5.5443e-08,1.2196,-480.5,4.2059e-08,1,1,0.011881,-1.3927e-18,-0.0030516,0,0.65318,2.1969e-07,0,0,0,0,-1.8633e-06,-0.055103,0,6.9344e-18,0.05528,0,1.5023e-23,3.1655e-09,0,-1.8633e-06,0.00017712,0,2.6954e-06,-5.3909e-06,2.6954e-06,2.1353,0,0,4.8552e-13,-9.7104e-13,4.8552e-13,3.8446e-07,0,0,1,0.049004,-8.5e-06,0.049,-8.5e-06
3.2346e-07,0.00031603,0.012308,0.99385,2.1183,1001.2,0.0010155,0.0063421,3.3694e-07,0,0.75557,0.0061539,4.8094e-08,1.2172,-490.32,1.7235e-07,1,1,0.011455,-6.5768e-19,-0.0020464,0,0.66001,2.0697e-07,0,0,0,0,-1.8735e-06,-0.055171,0,1.0356e-16,0.05535,0,8.886e-24,2.5883e-09,0,-1.8735e-06,0.00017893,0,2.5904e-06,-5.1807e-06,2.5904e-06,2.1183,0,0,3.9572e-13,-7.9144e-13,3.9572e-13,3.2346e-07,0,0,1,0.050004,0,0.05,0
2.7299e-07,0.00032282,0.011487,0.99426,2.1013,1001.1,0.0010145,0.006296,2.8437e-07,0,0.71695,0.0057433,4.1821e-08,1.2149,-500.14,2.2e-07,1,1,0.011052,-3.2884e-19,-0.0013672,0,0.66664,1.9499e-07,0,0,0,0,-1.8863e-06,-0.055234,0,2.6175e-17,0.055414,0,7.4564e-24,2.1244e-09,0,-1.8863e-06,0.00018054,0,2.4888e-06,-4.9775e-06,2.4888e-06,2.1013,0,0,3.2341e-13,-6.4681e-13,3.2341e-13,2.7299e-07,0,0,1,0.051004,8.5e-06,0.051,8.5e-06
2.3155e-07,0.00032944,0.010737,0.99463,2.0843,1001,0.0010135,0.0062494,2.4118e-07,0,0.68097,0.0053685,3.6499e-08,1.2129,-509.96,3.8206e-07,1,1,0.01067,-3.2884e-19,-0.00091942,0,0.67307,1.8376e-07,0,0,0,0,-1.9019e-06,-0.05529,0,3.2441e-17,0.055472,0,1.3297e-23,1.7546e-09,0,-1.9019e-06,0.00018196,0,2.3901e-06,-4.7803e-06,2.3901e-06,2.0843,0,0,2.6563e-13,-5.3127e-13,2.6563e-13,2.3155e-07,0,0,1,0.052004,1.7e-05,0.052,1.7e-05
1.9688e-07,0.00033591,0.010047,0.99498,2.0668,1001,0.0010127,0.0062024,2.051e-07,0,0.64724,0.0050237,3.1922e-08,1.211,-519.78,-6.5588e-08,1,1,0.010308,0,-0.00061621,0,0.67932,1.7318e-07,0,0,0,0,-1.9198e-06,-0.055343,0,0,0.055526,0,0,1.454e-09,0,-1.9198e-06,0.00018318,0,2.2947e-06,-4.5894e-06,2.2947e-06,2.0668,0,0,2.1868e-13,-4.3735e-13,2.1868e-13,1.9688e-07,0,0,1,0.053004,2.55e-05,0.053,2.55e-05
1.6792e-07,0.00034223,0.0094122,0.99529,2.0497,1000.9,0.0010119,0.006155,1.7491e-07,0,0.6156,0.0047062,2.798e-08,1.2093,-529.6,-2.3676e-07,1,1,0.009963,0,-0.0004121,0,0.6854,1.632e-07,0,0,0,0,-1.9401e-06,-0.055391,0,2.5514e-18,0.055575,0,2.8014e-25,1.2092e-09,0,-1.9401e-06,0.00018422,0,2.2022e-06,-4.4044e-06,2.2022e-06,2.0497,0,0,1.8045e-13,-3.6091e-13,1.8045e-13,1.6792e-07,0,0,1,0.054004,3.4e-05,0.054,3.4e-05
1.4375e-07,0.0003484,0.0088284,0.99559,2.0323,1000.8,0.0010111,0.0061071,1.4974e-07,0,0.58596,0.0044144,2.4596e-08,1.2077,-539.42,-4.0059e-07,1,1,0.0096353,-3.3851e-20,-0.00027699,0,0.69132,1.5383e-07,0,0,0,0,-1.9626e-06,-0.055435,0,-8.678e-18,0.05562,0,4.5614e-24,1.0106e-09,0,-1.9626e-06,0.00018505,0,2.1123e-06,-4.2246e-06,2.1123e-06,2.0323,0,0,1.4947e-13,-2.9894e-13,1.4947e-13,1.4375e-07,0,0,1,0.055004,4.25e-05,0.055,4.25e-05
1.2333e-07,0.00035442,0.0082891,0.99586,2.015,1000.8,0.0010104,0.006059,1.2847e-07,0,0.55805,0.0041445,2.1659e-08,1.2062,-549.23,1.0677e-07,1,1,0.0093228,-1.9343e-20,-0.00018553,0,0.69709,1.4498e-07,0,0,0,0,-1.987e-06,-0.055476,0,-1.9538e-17,0.055662,0,1.0057e-24,8.4703e-10,0,-1.987e-06,0.00018571,0,2.0253e-06,-4.0506e-06,2.0253e-06,2.015,0,0,1.2401e-13,-2.4803e-13,1.2401e-13,1.2333e-07,0,0,1,0.056004,5.1e-05,0.056,5.1e-05
1.0609e-07,0.00036029,0.0077901,0.9961,1.9974,1000.7,0.0010098,0.0060106,1.1052e-07,0,0.53178,0.003895,1.9111e-08,1.2049,-559.05,1.5706e-07,1,1,0.0090247,-7.2538e-20,-0.00012421,0,0.70271,1.3664e-07,0,0,0,0,-2.0133e-06,-0.055514,0,-1.1751e-18,0.0557,0,3.2184e-24,7.1232e-10,0,-2.0133e-06,0.00018619,0,1.9406e-06,-3.8812e-06,1.9406e-06,1.9974,0,0,1.0311e-13,-2.0621e-13,1.0311e-13,1.0609e-07,0,0,1,0.057004,5.95e-05,0.057,5.95e-05
9.1544e-08,0.00036602,0.0073285,0.99634,1.98,1000.7,0.0010092,0.0059619,9.5359e-08,0,0.50705,0.0036642,1.6902e-08,1.2037,-568.87,3.2647e-08,1,1,0.0087403,-2.0552e-20,-8.3437e-05,0,0.70819,1.288e-07,0,0,0,0,-2.0413e-06,-0.055549,0,8.9232e-17,0.055736,0,0,6.014e-10,0,-2.0413e-06,0.00018651,0,1.8585e-06,-3.7169e-06,1.8585e-06,1.98,0,0,8.5962e-14,-1.7192e-13,8.5962e-14,9.1544e-08,0,0,1,0.058004,6.8e-05,0.058,6.8e-05
7.9138e-08,0.00037161,0.0069,0.99655,1.9626,1000.7,0.0010087,0.005913,8.2432e-08,0,0.48369,0.0034499,1.497e-08,1.2025,-578.69,2.3382e-07,1,1,0.0084681,-2.5388e-20,-5.5852e-05,0,0.71354,1.2139e-07,0,0,0,0,-2.0708e-06,-0.055582,0,8.6104e-17,0.055769,0,2.205e-24,5.0896e-10,0,-2.0708e-06,0.00018667,0,1.7789e-06,-3.5578e-06,1.7789e-06,1.9626,0,0,7.1758e-14,-1.4352e-13,7.1758e-14,7.9138e-08,0,0,1,0.059004,7.65e-05,0.059,7.65e-05
6.8571e-08,0.00037705,0.0065016,0.99675,1.9448,1000.6,0.0010082,0.0058639,7.1432e-08,0,0.46163,0.0032509,1.3284e-08,1.2014,-588.5,-2.1323e-07,1,1,0.0082078,-2.0552e-20,-3.7433e-05,0,0.71876,1.1441e-07,0,0,0,0,-2.1017e-06,-0.055612,0,1.1553e-16,0.055799,0,1.2106e-24,4.3212e-10,0,-2.1017e-06,0.00018667,0,1.7013e-06,-3.4026e-06,1.7013e-06,1.9448,0,0,6.0007e-14,-1.2001e-13,6.0007e-14,6.8571e-08,0,0,1,0.060004,8.5e-05,0.06,8.5e-05
5.9566e-08,0.00038236,0.006132,0.99693,1.9273,1000.6,0.0010077,0.0058147,6.2046e-08,0,0.44078,0.003066,1.1809e-08,1.2004,-598.32,4.4118e-08,1,1,0.0079586,0,-2.5132e-05,0,0.72386,1.0784e-07,0,0,0,0,-2.1338e-06,-0.05564,0,0,0.055827,0,0,3.6803e-10,0,-2.1338e-06,0.00018652,0,1.6265e-06,-3.253e-06,1.6265e-06,1.9273,0,0,5.029e-14,-1.0058e-13,5.029e-14,5.9566e-08,0,0,1,0.061004,9.35e-05,0.061,9.35e-05
5.182e-08,0.00038753,0.005787,0.99711,1.9098,1000.6,0.0010073,0.0057653,5.3976e-08,0,0.42102,0.0028935,1.051e-08,1.1995,-608.13,-2.7058e-08,1,1,0.0077195,-2.2668e-21,-1.6812e-05,0,0.72885,1.0164e-07,0,0,0,0,-2.1669e-06,-0.055667,0,-1.4831e-16,0.055853,0,2.4993e-24,3.141e-10,0,-2.1669e-06,0.00018624,0,1.5538e-06,-3.1077e-06,1.5538e-06,1.9098,0,0,4.2175e-14,-8.4351e-14,4.2175e-14,5.182e-08,0,0,1,0.062004,0.000102,0.062,0.000102
4.5183e-08,0.00039257,0.005466,0.99727,1.892,1000.5,0.0010069,0.0057158,4.7065e-08,0,0.40231,0.0027329,9.3712e-09,1.1987,-617.95,1.6324e-07,1,1,0.0074901,-1.209e-21,-1.128e-05,0,0.73372,9.5802e-08,0,0,0,0,-2.2009e-06,-0.055691,0,-1.0673e-17,0.055877,0,1.9263e-25,2.689e-10,0,-2.2009e-06,0.00018581,0,1.4836e-06,-2.9671e-06,1.4836e-06,1.892,0,0,3.5442e-14,-7.0884e-14,3.5442e-14,4.5183e-08,0,0,1,0.063005,0.0001105,0.063,0.0001105
3.9465e-08,0.00039747,0.0051659,0.99742,1.8741,1000.5,0.0010065,0.0056661,4.1114e-08,0,0.38458,0.002583,8.3673e-09,1.1979,-627.76,-2.1912e-07,1,1,0.0072699,-2.1157e-21,-7.5689e-06,0,0.73849,9.0299e-08,0,0,0,0,-2.2358e-06,-0.055714,0,-1.8678e-17,0.055899,0,3.371e-25,2.3077e-10,0,-2.2358e-06,0.00018527,0,1.4157e-06,-2.8314e-06,1.4157e-06,1.8741,0,0,2.9825e-14,-5.9649e-14,2.9825e-14,3.9465e-08,0,0,1,0.064005,0.000119,0.064,0.000119
3.4522e-08,0.00040224,0.0048857,0.99756,1.8566,1000.5,0.0010061,0.0056164,3.5961e-08,0,0.36772,0.0024428,7.4787e-09,1.1971,-637.58,1.4088e-07,1,1,0.007058,-1.2845e-21,-5.06e-06,0,0.74316,8.5107e-08,0,0,0,0,-2.2712e-06,-0.055735,0,1.188e-16,0.05592,0,7.0779e-25,1.984e-10,0,-2.2712e-06,0.0001846,0,1.3501e-06,-2.7002e-06,1.3501e-06,1.8566,0,0,2.5111e-14,-5.0221e-14,2.5111e-14,3.4522e-08,0,0,1,0.065005,0.0001275,0.065,0.0001275
3.0265e-08,0.00040688,0.0046234,0.99769,1.839,1000.4,0.0010058,0.0055666,3.1524e-08,0,0.35173,0.0023118,6.6956e-09,1.1964,-647.39,-1.5647e-07,1,1,0.0068545,-1.2845e-21,-3.3989e-06,0,0.74772,8.0223e-08,0,0,0,0,-2.3072e-06,-0.055755,0,1.354e-16,0.055939,0,6.1692e-25,1.7108e-10,0,-2.3072e-06,0.00018384,0,1.287e-06,-2.574e-06,1.287e-06,1.839,0,0,2.1188e-14,-4.2376e-14,2.1188e-14,3.0265e-08,0,0,1,0.066005,0.000136,0.066,0.000136
2.6566e-08,0.00041139,0.0043778,0.99781,1.8213,1000.4,0.0010055,0.0055168,2.7672e-08,0,0.33651,0.002189,6.0009e-09,1.1957,-657.21,-1.7029e-07,1,1,0.0066584,-4.1559e-22,-2.2793e-06,0,0.75219,7.5619e-08,0,0,0,0,-2.3436e-06,-0.055774,0,-6.2963e-17,0.055957,0,3.4609e-25,1.4781e-10,0,-2.3436e-06,0.00018297,0,1.2261e-06,-2.4523e-06,1.2261e-06,1.8213,0,0,1.7892e-14,-3.5785e-14,1.7892e-14,2.6566e-08,0,0,1,0.067005,0.0001445,0.067,0.0001445
2.3345e-08,0.00041578,0.0041477,0.99793,1.8036,1000.4,0.0010052,0.0054669,2.4316e-08,0,0.32202,0.0020737,5.3829e-09,1.1951,-667.02,2.65e-07,1,1,0.0064694,0,-1.5227e-06,0,0.75658,7.1274e-08,0,0,0,0,-2.38e-06,-0.055792,0,0,0.055974,0,0,1.279e-10,0,-2.38e-06,0.00018202,0,1.1677e-06,-2.3353e-06,1.1677e-06,1.8036,0,0,1.5117e-14,-3.0235e-14,1.5117e-14,2.3345e-08,0,0,1,0.068005,0.000153,0.068,0.000153
2.0554e-08,0.00042004,0.0039322,0.99803,1.7855,1000.4,0.0010049,0.0054169,2.1414e-08,0,0.30826,0.0019659,4.8365e-09,1.1946,-676.83,3.6088e-07,1,1,0.0062875,-4.1559e-22,-1.024e-06,0,0.76087,6.7192e-08,0,0,0,0,-2.4169e-06,-0.055808,0,5.3469e-17,0.055989,0,3.0317e-25,1.1099e-10,0,-2.4169e-06,0.00018096,0,1.1113e-06,-2.2227e-06,1.1113e-06,1.7855,0,0,1.2799e-14,-2.5597e-14,1.2799e-14,2.0554e-08,0,0,1,0.069005,0.0001615,0.069,0.0001615
1.8121e-08,0.00042418,0.0037289,0.99814,1.768,1000.4,0.0010047,0.005367,1.8876e-08,0,0.29513,0.0018645,4.3488e-09,1.194,-686.65,-1.95e-07,1,1,0.0061118,-2.2668e-22,-6.8631e-07,0,0.76508,6.3341e-08,0,0,0,0,-2.4539e-06,-0.055824,0,-6.0779e-17,0.056003,0,8.2915e-25,9.6454e-11,0,-2.4539e-06,0.00017983,0,1.0571e-06,-2.1142e-06,1.0571e-06,1.768,0,0,1.0838e-14,-2.1676e-14,1.0838e-14,1.8121e-08,0,0,1,0.070005,0.00017,0.07,0.00017
1.5991e-08,0.0004282,0.0035384,0.99823,1.7504,1000.3,0.0010044,0.005317,1.6656e-08,0,0.2826,0.0017692,3.9137e-09,1.1935,-696.46,2.4411e-08,1,1,0.0059422,-4.7233e-24,-4.5899e-07,0,0.7692,5.9712e-08,0,0,0,0,-2.4909e-06,-0.055838,0,-1.0938e-17,0.056017,0,2.003e-26,8.3955e-11,0,-2.4909e-06,0.00017864,0,1.0049e-06,-2.0097e-06,1.0049e-06,1.7504,0,0,9.1823e-15,-1.8365e-14,9.1823e-15,1.5991e-08,0,0,1,0.071005,0.0001785,0.071,0.0001785
1.4133e-08,0.00043209,0.0033591,0.99832,1.7323,1000.3,0.0010042,0.005267,1.4723e-08,0,0.27066,0.0016796,3.5267e-09,1.193,-706.27,-1.2265e-07,1,1,0.0057785,-4.7226e-23,-3.085e-07,0,0.77325,5.6302e-08,0,0,0,0,-2.5278e-06,-0.055852,0,-1.0936e-16,0.056029,0,2.0027e-25,7.3253e-11,0,-2.5278e-06,0.0001774,0,9.5475e-07,-1.9095e-06,9.5475e-07,1.7323,0,0,7.7922e-15,-1.5584e-14,7.7922e-15,1.4133e-08,0,0,1,0.072005,0.000187,0.072,0.000187
1.2504e-08,0.00043587,0.00319,0.99841,1.7148,1000.3,0.001004,0.0052171,1.3025e-08,0,0.25925,0.0015951,3.18e-09,1.1926,-716.09,-2.8559e-07,1,1,0.0056202,-4.0141e-23,-2.0663e-07,0,0.77722,5.3087e-08,0,0,0,0,-2.5644e-06,-0.055865,0,2.0026e-17,0.056041,0,3.0072e-25,6.3995e-11,0,-2.5644e-06,0.00017611,0,9.0657e-07,-1.8131e-06,9.0657e-07,1.7148,0,0,6.6131e-15,-1.3226e-14,6.6131e-15,1.2504e-08,0,0,1,0.073005,0.0001955,0.073,0.0001955
1.1075e-08,0.00043953,0.0030308,0.99848,1.6973,1000.3,0.0010038,0.0051671,1.1535e-08,0,0.24835,0.0015156,2.8698e-09,1.1922,-725.9,-3.4294e-07,1,1,0.0054671,-4.0141e-23,-1.3834e-07,0,0.78111,5.0061e-08,0,0,0,0,-2.6008e-06,-0.055877,0,2.8555e-17,0.056052,0,5.233e-25,5.5995e-11,0,-2.6008e-06,0.00017476,0,8.6029e-07,-1.7206e-06,8.6029e-07,1.6973,0,0,5.6155e-15,-1.1231e-14,5.6155e-15,1.1075e-08,0,0,1,0.074005,0.000204,0.074,0.000204
9.8195e-09,0.00044307,0.0028816,0.99856,1.6792,1000.3,0.0010036,0.0051171,1.0229e-08,0,0.23796,0.0014407,2.5927e-09,1.1918,-735.71,2.1e-07,1,1,0.0053191,-1.889e-23,-9.293e-08,0,0.78493,4.7217e-08,0,0,0,0,-2.637e-06,-0.055888,0,7.9507e-17,0.056062,0,1.0932e-25,4.9092e-11,0,-2.637e-06,0.00017337,0,8.1591e-07,-1.6318e-06,8.1591e-07,1.6792,0,0,4.7733e-15,-9.5467e-15,4.7733e-15,9.8195e-09,0,0,1,0.075005,0.0002125,0.075,0.0002125
8.7144e-09,0.0004465,0.0027397,0.99863,1.6615,1000.3,0.0010034,0.0050672,9.0775e-09,0,0.22801,0.00137,2.3435e-09,1.1914,-745.53,-2.5176e-07,1,1,0.0051757,-7.0842e-24,-6.2207e-08,0,0.78869,4.4539e-08,0,0,0,0,-2.6728e-06,-0.055899,0,2.9817e-17,0.056071,0,4.0998e-26,4.3087e-11,0,-2.6728e-06,0.00017195,0,7.7336e-07,-1.5467e-06,7.7336e-07,1.6615,0,0,4.0573e-15,-8.1146e-15,4.0573e-15,8.7144e-09,0,0,1,0.076005,0.000221,0.076,0.000221
7.7425e-09,0.00044982,0.0026063,0.9987,1.644,1000.2,0.0010033,0.0050173,8.0641e-09,0,0.21849,0.0013032,2.1201e-09,1.191,-755.34,-2.6176e-08,1,1,0.0050368,-1.6529e-23,-4.1691e-08,0,0.79237,4.2021e-08,0,0,0,0,-2.7082e-06,-0.055909,0,3.8309e-17,0.05608,0,0,3.7878e-11,0,-2.7082e-06,0.00017052,0,7.3258e-07,-1.4652e-06,7.3258e-07,1.644,0,0,3.4511e-15,-6.9023e-15,3.4511e-15,7.7425e-09,0,0,1,0.077006,0.0002295,0.077,0.0002295
6.8835e-09,0.00045302,0.0024801,0.99876,1.6258,1000.2,0.0010031,0.0049674,7.1714e-09,0,0.20937,0.0012401,1.9196e-09,1.1907,-765.15,-1.0941e-07,1,1,0.0049023,-2.6565e-24,-2.7991e-08,0,0.79599,3.9656e-08,0,0,0,0,-2.7431e-06,-0.055919,0,3.1741e-17,0.056088,0,9.0269e-26,3.3352e-11,0,-2.7431e-06,0.00016909,0,6.9484e-07,-1.3897e-06,6.9484e-07,1.6258,0,0,2.9429e-15,-5.8858e-15,2.9429e-15,6.8835e-09,0,0,1,0.078006,0.000238,0.078,0.000238
6.1257e-09,0.00045612,0.0023603,0.99882,1.6083,1000.2,0.001003,0.0049176,6.3809e-09,0,0.20064,0.0011804,1.7388e-09,1.1904,-774.96,-4.1265e-07,1,1,0.0047718,-5.9025e-25,-1.8725e-08,0,0.79954,3.7417e-08,0,0,0,0,-2.7775e-06,-0.055928,0,7.0527e-18,0.056096,0,2.0057e-26,2.9396e-11,0,-2.7775e-06,0.00016754,0,6.6234e-07,-1.3247e-06,6.6234e-07,1.6083,0,0,2.5235e-15,-5.047e-15,2.5235e-15,6.1257e-09,0,0,1,0.079006,0.0002465,0.079,0.0002465
5.4565e-09,0.0004591,0.0022481,0.99888,1.5906,1000.2,0.0010028,0.0048678,5.6837e-09,0,0.19228,0.001124,1.5763e-09,1.1901,-784.78,1.1647e-07,1,1,0.0046453,-5.7556e-24,-1.2564e-08,0,0.80303,3.5305e-08,0,0,0,0,-2.8114e-06,-0.055937,0,5.3096e-17,0.056103,0,1.1687e-25,2.5951e-11,0,-2.8114e-06,0.00016597,0,6.2776e-07,-1.2555e-06,6.2776e-07,1.5906,0,0,2.1544e-15,-4.3087e-15,2.1544e-15,5.4565e-09,0,0,1,0.080006,0.000255,0.08,0.000255
4.864e-09,0.00046198,0.0021412,0.99893,1.5729,1000.2,0.0010027,0.0048181,5.0664e-09,0,0.18428,0.0010706,1.43e-09,1.1898,-794.59,-6.4118e-08,1,1,0.0045226,0,-8.4301e-09,0,0.80646,3.3319e-08,0,0,0,0,-2.8448e-06,-0.055945,0,8.2506e-17,0.056109,0,2.6513e-25,2.2937e-11,0,-2.8448e-06,0.00016456,0,5.9364e-07,-1.1873e-06,5.9364e-07,1.5729,0,0,1.8365e-15,-3.673e-15,1.8365e-15,4.864e-09,0,0,1,0.081006,0.0002635,0.081,0.0002635
4.3377e-09,0.00046475,0.0020403,0.99898,1.5552,1000.2,0.0010026,0.0047684,4.5181e-09,0,0.1766,0.0010201,1.2976e-09,1.1895,-804.4,1.7971e-07,1,1,0.0044034,-2.3613e-24,-5.6356e-09,0,0.80984,3.1451e-08,0,0,0,0,-2.8775e-06,-0.055952,0,-9.8056e-17,0.056116,0,2.2515e-25,2.0291e-11,0,-2.8775e-06,0.00016331,0,5.6056e-07,-1.1211e-06,5.6056e-07,1.5552,0,0,1.5638e-15,-3.1275e-15,1.5638e-15,4.3377e-09,0,0,1,0.082006,0.000272,0.082,0.000272
3.8682e-09,0.00046741,0.0019433,0.99903,1.5373,1000.2,0.0010024,0.0047188,4.0294e-09,0,0.16916,0.00097163,1.1773e-09,1.1893,-814.21,-1.6149e-08,1,1,0.0042877,-1.8447e-25,-3.7856e-09,0,0.81315,2.9693e-08,0,0,0,0,-2.9096e-06,-0.05596,0,2.8289e-17,0.056122,0,6.0681e-26,1.7962e-11,0,-2.9096e-06,0.00016169,0,5.4005e-07,-1.0801e-06,5.4005e-07,1.5373,0,0,1.3589e-15,-2.7178e-15,1.3589e-15,3.8682e-09,0,0,1,0.083006,0.0002805,0.083,0.0002805
3.4372e-09,0.00046997,0.0018475,0.99908,1.5196,1000.2,0.0010023,0.0046693,3.5806e-09,0,0.16171,0.00092378,1.0641e-09,1.189,-824.02,-4.5058e-08,1,1,0.0041753,-2.2137e-25,-2.5386e-09,0,0.81641,2.7979e-08,0,0,0,0,-2.941e-06,-0.055967,0,3.3948e-17,0.056127,0,7.282e-26,1.5851e-11,0,-2.941e-06,0.00015982,0,5.3264e-07,-1.0653e-06,5.3264e-07,1.5196,0,0,1.2048e-15,-2.4096e-15,1.2048e-15,3.4372e-09,0,0,1,0.084006,0.000289,0.084,0.000289
3.039e-09,0.00047242,0.0017522,0.99912,1.5017,1000.2,0.0010022,0.0046198,3.1661e-09,0,0.15421,0.00087617,9.5713e-10,1.1888,-833.84,-1.715e-07,1,1,0.004066,0,-1.696e-09,0,0.81961,2.6294e-08,0,0,0,0,-2.9719e-06,-0.055974,0,0,0.056132,0,0,1.3927e-11,0,-2.9719e-06,0.00015786,0,5.2714e-07,-1.0543e-06,5.2714e-07,1.5017,0,0,1.0668e-15,-2.1336e-15,1.0668e-15,3.039e-09,0,0,1,0.085006,0.0002975,0.085,0.0002975
